RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
328,76385640,Customer_327,564,Spain,Female,37,6,130803.26,1,1,1,127877.69,0
329,76880548,Customer_328,477,Germany,Female,36,9,67946.63,1,1,0,77599.67,0
330,88384476,Customer_329,573,France,Female,36,3,99791.7,2,0,1,102310.03,0
331,52058334,Customer_330,558,France,Female,29,0,149648.78,3,0,0,81495.62,1
332,59742523,Customer_331,719,Germany,Male,54,2,163237.41,2,1,1,76786.75,1
333,49769056,Customer_332,464,France,Female,59,4,38479.88,1,0,1,126885.92,0
334,65174259,Customer_333,558,Spain,Male,34,2,244257.92,2,0,1,115824.09,0
335,66688830,Customer_334,363,Germany,Male,54,6,136193.06,3,1,1,77676.31,1
336,53369428,Customer_335,358,Germany,Male,65,8,33922.08,2,1,1,25629.03,0
337,24650271,Customer_336,389,France,Male,56,5,223408.81,3,1,1,26156.41,1
338,41725526,Customer_337,799,Germany,Female,45,9,18659.61,3,1,1,122215.52,0
339,89348896,Customer_338,586,France,Male,58,0,226933.86,2,1,0,84114.69,1
340,28992383,Customer_339,630,France,Female,52,6,249141.41,1,0,0,77422.48,1
341,80995266,Customer_340,708,France,Female,64,2,175107.95,2,1,1,105279.36,1
342,66877183,Customer_341,550,France,Male,65,4,192611.81,1,1,1,130237.82,1
343,94574185,Customer_342,595,France,Female,35,9,84325.71,1,1,0,98042.24,0
344,11989173,Customer_343,627,Germany,Male,31,3,235394.21,2,0,0,116798.71,1
345,46635193,Customer_344,584,Spain,Male,52,9,132428.49,1,1,1,117137.87,1
346,42474983,Customer_345,843,Spain,Female,61,4,183097.11,1,1,0,59876.6,1
347,43999533,Customer_346,353,Germany,Female,58,4,231026.93,2,1,0,48371.65,1
348,24716695,Customer_347,503,Germany,Male,24,5,243794.99,2,0,1,122162.97,0
349,73967150,Customer_348,791,Spain,Female,58,9,208301.09,2,1,1,62805.03,1
350,73981206,Customer_349,378,Spain,Female,30,9,75754.38,1,1,1,136467.04,0
351,74785345,Customer_350,458,Spain,Female,35,5,241636.88,3,1,0,19756.7,1
352,27882750,Customer_351,447,Spain,Male,54,7,157029.88,1,0,1,18150.45,1
353,88725274,Customer_352,564,Spain,Male,30,7,232660.62,3,0,1,139780.58,0
354,70303849,Customer_353,642,France,Female,53,8,169026.26,2,0,0,100783.69,1
355,20192257,Customer_354,424,Germany,Female,48,7,76809.74,3,0,1,63143.91,0
356,53167705,Customer_355,675,France,Female,19,1,92506.13,2,1,0,115708.46,0
357,31130343,Customer_356,495,Spain,Female,33,9,137617.94,2,1,0,104125.75,1
358,50869792,Customer_357,477,Spain,Female,26,0,197503.71,3,0,0,84368.15,1
359,59913224,Customer_358,690,Spain,Male,26,9,79495.64,2,0,0,23842.27,0
360,74356138,Customer_359,391,France,Female,55,1,144932.79,3,1,0,123705.14,1
361,77607727,Customer_360,705,France,Male,28,1,86406.25,2,1,0,131243.25,0
362,63007836,Customer_361,390,Spain,Female,39,2,203942.35,1,0,1,34103.62,0
363,75541801,Customer_362,771,France,Male,50,9,116682.02,1,0,1,129071.63,0
364,68114585,Customer_363,383,France,Female,53,6,19180.71,2,0,1,132898.62,0
365,36658609,Customer_364,366,Spain,Male,62,1,41513.13,2,0,0,86920.01,1
366,86294551,Customer_365,514,France,Female,40,0,15276.17,3,1,1,101865.07,0
367,40024204,Customer_366,502,Germany,Male,62,5,124825.74,1,0,0,63513.22,1
368,92008891,Customer_367,835,Germany,Male,62,8,26584.32,3,0,1,49450.83,0
369,58715257,Customer_368,727,Germany,Male,51,2,28534.99,2,1,0,111077.64,1
370,32268806,Customer_369,425,Germany,Male,26,5,235262.07,2,1,1,130662.52,0
371,16512440,Customer_370,436,Spain,Male,41,2,218163.77,3,1,0,101570.86,1
372,22431395,Customer_371,466,Spain,Male,25,0,113021.65,2,1,1,81622.69,0
373,83208492,Customer_372,711,Spain,Female,24,4,246451.33,1,1,0,32249.47,1
374,39093907,Customer_373,691,Germany,Male,53,9,46.63,3,0,1,17484.22,0
375,46253447,Customer_374,818,Germany,Female,35,3,153494.86,1,0,0,72396.85,1
376,72134783,Customer_375,376,France,Female,20,6,154107.04,1,0,1,16908.94,0
377,72460303,Customer_376,662,France,Female,45,5,114360.76,1,1,1,89706.85,0
378,93831437,Customer_377,636,Germany,Female,23,9,99236.99,3,0,1,63582.09,0
379,74447435,Customer_378,483,Germany,Female,61,6,113845.78,2,1,0,116006.48,1
380,59895282,Customer_379,568,Germany,Male,61,4,103740.11,1,0,0,52790.79,1
381,12503771,Customer_380,517,Germany,Male,38,3,182623.12,1,0,0,93017.58,1
382,80286689,Customer_381,447,France,Male,45,6,33838.86,1,1,0,85275.69,0
383,10996161,Customer_382,617,Germany,Female,57,6,49409.81,2,1,0,10659.74,1
384,14183839,Customer_383,586,France,Male,18,5,45129.56,2,0,1,20134.52,0
385,77775190,Customer_384,658,Germany,Male,53,7,65617.65,3,0,0,50651.55,1
386,77758014,Customer_385,804,Germany,Male,38,3,131314.6,2,0,1,133512.91,0
387,30153173,Customer_386,743,Germany,Male,60,9,27802.19,3,0,1,30582.09,0
388,77227698,Customer_387,522,France,Male,52,4,217042.32,3,0,0,109525.21,1
389,58939582,Customer_388,750,France,Female,30,3,74340.38,3,1,1,146271.32,0
390,66224957,Customer_389,759,Spain,Male,66,0,40634.5,3,1,0,120679.46,1
391,32725756,Customer_390,818,Germany,Female,27,7,168905.33,3,1,0,44012.35,1
392,81531065,Customer_391,825,Spain,Female,61,0,9521.58,1,1,0,137171.14,1
393,11079600,Customer_392,539,Spain,Female,64,4,154992.14,2,0,1,23035.0,1
394,36191539,Customer_393,471,France,Female,27,5,174549.61,1,0,0,75539.87,1
395,42576169,Customer_394,395,France,Female,63,5,53729.13,3,1,0,134255.87,1
396,53381573,Customer_395,413,Spain,Male,30,4,10491.02,2,0,0,99777.2,0
397,80612021,Customer_396,479,Germany,Male,54,2,90911.34,1,1,1,67910.24,0
398,35050090,Customer_397,659,France,Male,55,4,24648.56,1,0,0,50993.8,1
399,18849851,Customer_398,712,Germany,Female,41,7,29119.46,3,0,1,62513.92,0
400,70779108,Customer_399,542,Germany,Male,19,1,63565.31,1,0,1,81251.85,0
401,76009351,Customer_400,656,Spain,Male,39,5,73866.98,1,1,0,54666.15,0
402,95871668,Customer_401,530,Spain,Female,34,8,132492.59,1,1,1,145655.5,0
403,94890726,Customer_402,641,Spain,Female,53,7,169597.97,1,1,1,140630.87,1
404,97753580,Customer_403,720,Spain,Female,31,7,148192.74,1,1,0,131894.01,1
405,39549535,Customer_404,631,France,Female,27,7,37090.08,3,0,0,69056.18,0
406,10449395,Customer_405,378,France,Male,52,6,43021.51,3,0,0,106782.25,1
407,31921117,Customer_406,498,Spain,Female,42,7,219692.31,1,0,1,136396.1,0
408,50308782,Customer_407,616,France,Female,20,5,139588.08,3,0,0,129060.13,1
409,61592034,Customer_408,645,Spain,Male,64,1,217484.46,3,1,1,68005.78,1
410,63386038,Customer_409,360,Germany,Male,55,1,92886.63,2,0,1,25734.05,0
411,67351079,Customer_410,513,Germany,Female,34,7,153600.0,1,0,1,20588.25,0
412,41530803,Customer_411,462,Germany,Male,29,0,130915.85,3,0,1,90788.97,0
413,43266319,Customer_412,536,Spain,Female,69,5,79780.87,3,1,1,99967.91,0
414,40503180,Customer_413,644,Germany,Female,41,5,117478.84,1,1,0,128977.96,1
415,13379569,Customer_414,581,France,Male,46,3,125622.72,2,1,0,50952.1,1
416,80009467,Customer_415,576,Germany,Male,60,9,50192.74,1,0,1,33445.87,0
417,54910237,Customer_416,659,Germany,Female,42,2,78752.59,2,1,1,63060.82,0
418,52165906,Customer_417,447,Germany,Female,53,2,197852.44,1,0,0,59500.52,1
419,69855504,Customer_418,404,France,Female,43,0,228947.06,1,0,0,28545.65,1
420,99473854,Customer_419,460,Spain,Male,55,2,89948.52,1,0,1,104119.57,0
421,16319707,Customer_420,501,France,Female,18,3,76743.07,1,1,1,81216.87,0
422,78532150,Customer_421,595,Spain,Female,37,4,48799.29,2,1,0,110957.19,0
423,13695961,Customer_422,755,Spain,Female,45,2,169622.79,2,0,0,59376.76,1
424,88911293,Customer_423,418,Germany,Female,33,5,80774.93,3,0,1,55598.31,0
425,46396424,Customer_424,661,Spain,Female,64,4,246937.38,1,1,0,76160.62,1
426,14294539,Customer_425,638,France,Male,34,2,81421.2,2,1,0,132837.03,0
427,21609076,Customer_426,599,France,Female,57,5,98534.01,2,1,1,15639.38,0
428,83204793,Customer_427,385,Spain,Female,45,5,150833.55,2,0,1,122676.59,0
429,48498937,Customer_428,588,Germany,Female,29,7,200421.07,1,0,1,61658.27,0
430,10803328,Customer_429,497,Germany,Female,44,1,117379.67,3,0,0,129646.66,1
431,30840174,Customer_430,816,France,Male,59,0,105664.01,2,1,1,122308.42,1
432,11043233,Customer_431,576,Germany,Male,64,3,248909.46,1,1,0,58826.57,1
433,87209213,Customer_432,593,Spain,Male,47,6,2623.41,2,1,1,107142.71,0
434,10529525,Customer_433,840,Spain,Female,58,9,223766.32,2,0,1,32348.59,1
435,26953831,Customer_434,686,France,Female,51,2,37285.21,3,0,0,135479.42,1
436,66996736,Customer_435,795,Spain,Male,54,2,196481.32,2,1,0,66628.75,1
437,84583311,Customer_436,714,France,Male,23,4,154482.89,2,0,1,73787.59,0
438,81709884,Customer_437,840,Spain,Male,24,4,85461.82,1,1,1,108806.27,0
439,92235366,Customer_438,831,France,Female,49,9,218468.74,1,0,0,124917.63,1
440,13699391,Customer_439,550,Germany,Female,49,2,3226.81,3,1,1,43087.98,0
441,87183765,Customer_440,503,Spain,Male,42,8,56672.66,1,0,0,102589.02,0
442,58487260,Customer_441,799,Spain,Male,50,3,141723.2,1,0,0,64879.73,1
443,67338102,Customer_442,422,France,Male,24,2,87885.57,3,1,1,61618.41,0
444,80721474,Customer_443,550,France,Female,69,1,152594.37,2,1,0,106603.62,1
445,25192217,Customer_444,645,Spain,Female,29,9,6027.55,3,1,0,64205.66,0
446,62496015,Customer_445,366,France,Female,33,8,29114.73,1,1,0,58455.19,0
447,20292658,Customer_446,478,Spain,Male,33,3,31774.06,3,1,1,127024.38,0
448,43698788,Customer_447,566,Germany,Male,60,2,47320.91,2,0,0,24178.66,1
449,71819576,Customer_448,410,France,Female,53,6,114832.86,3,1,1,104624.97,1
450,73362116,Customer_449,776,Spain,Male,30,7,188032.17,1,1,1,44821.56,0
451,11748014,Customer_450,453,Germany,Female,24,1,226384.71,1,1,1,12169.75,0
452,50711152,Customer_451,391,Germany,Male,53,6,208843.13,3,0,0,33347.0,1
453,60296557,Customer_452,374,Spain,Male,64,4,49221.97,2,1,0,94932.61,1
454,56216125,Customer_453,388,France,Male,68,4,110287.64,3,1,1,109277.81,1
455,79397491,Customer_454,640,Spain,Male,26,2,49852.9,2,1,1,12948.09,0
456,91949124,Customer_455,480,Germany,Female,49,4,66117.95,2,0,0,15099.56,0
457,33295179,Customer_456,847,Spain,Male,28,1,125886.75,3,0,1,136355.9,0
458,83706383,Customer_457,578,France,Female,25,3,17027.26,2,1,1,20262.81,0
459,27541337,Customer_458,457,Germany,Female,50,5,54543.58,1,0,0,135185.5,0
460,67399769,Customer_459,521,Spain,Female,40,0,233844.54,3,1,1,41943.23,0
461,30279846,Customer_460,784,France,Male,42,9,116529.07,2,0,0,113602.49,1
462,20970723,Customer_461,827,Germany,Female,25,3,111346.63,1,1,0,53362.65,1
463,82807712,Customer_462,451,France,Female,62,5,3641.79,3,0,1,130225.28,0
464,82193785,Customer_463,703,Germany,Female,39,8,61849.94,1,1,0,108063.68,0
465,60018037,Customer_464,361,Spain,Male,21,1,216573.11,1,1,0,66253.88,1
466,53351876,Customer_465,624,France,Male,57,6,41157.11,1,0,0,20682.34,1
467,60166883,Customer_466,450,Germany,Female,20,5,103781.23,2,1,1,112578.03,0
468,70361505,Customer_467,393,France,Male,46,1,3582.73,3,1,1,96363.87,0
469,56787763,Customer_468,792,France,Female,58,7,119583.87,3,1,1,10407.64,1
470,75732489,Customer_469,654,Spain,Female,46,6,5255.28,2,1,0,11318.78,0
471,13693305,Customer_470,794,France,Male,51,4,204902.39,3,0,0,123231.02,1
472,23470137,Customer_471,366,Germany,Female,51,4,206213.44,1,1,1,46315.96,1
473,14466271,Customer_472,679,Germany,Male,45,6,196935.55,3,0,1,99058.71,0
474,64717184,Customer_473,406,Germany,Male,30,8,70841.02,2,0,0,73590.02,0
475,44907127,Customer_474,660,Germany,Female,32,8,209309.3,1,0,1,130880.2,0
476,20495300,Customer_475,846,Spain,Male,40,8,135749.53,2,0,1,138374.56,0
477,38709379,Customer_476,652,France,Male,61,5,93452.03,1,1,1,149553.08,0
478,44654999,Customer_477,361,Spain,Female,43,9,156332.49,1,1,1,31515.78,0
479,37451727,Customer_478,667,France,Female,21,5,3085.26,3,0,1,130814.97,0
480,84815222,Customer_479,429,France,Male,43,2,35740.22,1,1,0,47242.99,0
481,38997889,Customer_480,565,France,Male,57,0,185573.38,2,0,1,92714.22,1
482,58978079,Customer_481,688,Spain,Female,26,6,61040.4,3,1,1,80808.2,0
483,21726298,Customer_482,613,France,Male,22,3,149502.28,2,1,0,12518.34,1
484,94607827,Customer_483,828,Spain,Male,49,0,96275.65,1,1,0,140587.98,0
485,65723671,Customer_484,498,Germany,Male,37,7,213701.44,2,0,0,20965.79,1
486,99843595,Customer_485,430,Germany,Male,67,5,238103.83,2,0,0,106350.65,1
487,66564401,Customer_486,564,France,Male,28,5,220891.18,1,1,1,119900.96,0
488,56673570,Customer_487,834,Spain,Male,32,1,67655.0,3,0,1,121340.3,0
489,88547323,Customer_488,723,Germany,Male,49,0,48540.72,2,0,1,28969.23,0
490,25033888,Customer_489,813,Spain,Female,45,1,118608.72,1,1,1,72659.79,0
491,99132960,Customer_490,547,Spain,Female,39,3,1833.54,3,0,0,126120.04,0
492,71704882,Customer_491,549,France,Female,58,1,6452.35,3,1,0,52375.09,1
493,44958762,Customer_492,374,Germany,Female,34,0,138322.66,3,1,1,75484.81,0
494,27028708,Customer_493,815,France,Female,43,6,130112.35,2,1,1,48191.14,0
495,14035851,Customer_494,438,France,Male,61,7,248645.5,2,0,1,74897.2,1
496,57685442,Customer_495,617,Germany,Male,24,5,50460.46,2,1,1,134297.31,0
497,44045504,Customer_496,492,Germany,Male,59,3,64525.98,3,1,0,73717.39,1
498,92396202,Customer_497,408,Spain,Male,43,5,28385.16,2,0,1,87827.68,0
499,45610155,Customer_498,759,Germany,Female,42,2,229385.75,1,0,0,66556.68,1
500,39469068,Customer_499,838,Spain,Male,27,7,194452.81,2,0,0,74416.41,1
501,40185054,Customer_500,714,Spain,Male,62,9,205584.78,2,0,0,12124.39,1
502,19702701,Customer_501,375,Spain,Female,36,1,225690.95,3,1,0,49724.37,1
503,88262145,Customer_502,396,Germany,Male,28,4,131225.0,2,0,1,71121.44,0
504,43127676,Customer_503,637,France,Male,30,0,112798.3,1,0,1,98731.58,0
505,12976242,Customer_504,615,Spain,Female,25,5,82597.87,3,0,1,73007.27,0
506,47317456,Customer_505,365,France,Male,57,1,147303.65,1,0,1,57294.39,1
507,37812615,Customer_506,548,France,Male,21,3,113569.6,3,1,0,64333.82,1
508,54653148,Customer_507,750,Germany,Male,64,5,112891.4,3,0,0,43921.07,1
509,14833177,Customer_508,756,France,Male,48,9,234231.97,2,1,0,139429.2,1
510,18454561,Customer_509,631,France,Male,45,7,246007.88,1,0,1,83044.05,0
511,55932658,Customer_510,818,Germany,Female,28,7,199121.1,3,1,0,11877.32,1
512,12597480,Customer_511,435,Spain,Female,60,5,189189.52,2,1,0,12722.48,1
513,33151417,Customer_512,599,France,Female,18,3,170139.54,3,0,0,146214.63,1
514,49673332,Customer_513,740,Germany,Female,66,7,41518.71,3,1,0,41003.12,1
515,29699313,Customer_514,619,France,Female,64,7,14776.46,3,0,1,122785.16,0
516,26934380,Customer_515,684,France,Female,69,9,172681.58,3,1,0,18158.54,1
517,20617244,Customer_516,466,Spain,Male,55,0,182196.56,3,1,0,138962.78,1
518,44086263,Customer_517,356,France,Female,41,3,11743.25,3,1,1,132418.38,0
519,80098339,Customer_518,486,Germany,Female,64,3,232012.94,2,0,1,89953.04,1
520,60234072,Customer_519,720,France,Male,48,6,22785.16,3,1,1,11259.81,0
521,13369720,Customer_520,525,Spain,Male,58,6,71475.13,1,0,0,46093.52,1
522,81819939,Customer_521,677,Spain,Female,63,7,168097.45,2,1,0,66955.17,1
523,83963364,Customer_522,847,Germany,Male,67,4,42468.15,1,1,0,74408.98,1
524,12640328,Customer_523,664,Spain,Female,43,6,13853.97,3,1,0,51675.03,0
525,35856919,Customer_524,564,France,Male,66,7,82786.62,1,1,1,14612.7,0
526,67658082,Customer_525,826,Spain,Female,67,8,191492.89,3,1,0,92617.84,1
527,65395426,Customer_526,431,Germany,Male,22,2,103419.67,3,1,0,83381.65,1
528,37348975,Customer_527,572,Spain,Male,37,2,163243.23,2,0,1,49620.09,0
529,21552291,Customer_528,827,Spain,Female,69,3,144904.77,2,0,1,15316.64,1
530,10070640,Customer_529,721,Spain,Female,58,4,5554.62,3,0,1,149243.19,0
531,87498463,Customer_530,772,Germany,Female,28,9,247135.0,2,1,0,77478.07,1
532,72976036,Customer_531,832,Spain,Female,50,0,10357.02,1,0,0,115840.59,0
533,95241611,Customer_532,751,Spain,Female,67,6,241950.68,2,1,0,73323.96,1
534,13741196,Customer_533,792,France,Male,55,8,137466.04,2,0,0,16043.84,1
535,29511512,Customer_534,839,Germany,Female,44,7,240789.76,1,0,0,53344.1,1
536,93692386,Customer_535,452,Spain,Female,51,4,28688.4,2,1,1,54815.42,0
537,50260456,Customer_536,622,Germany,Male,32,3,122602.13,3,1,1,127369.41,0
538,21720477,Customer_537,363,Spain,Male,49,6,42376.02,1,0,0,101592.2,0
539,23217648,Customer_538,508,Spain,Female,38,4,12743.72,3,0,0,48560.19,0
540,32558781,Customer_539,501,Spain,Male,63,6,154382.28,1,0,0,145483.59,1
541,69946863,Customer_540,832,France,Male,22,0,51945.86,3,0,0,55015.86,0
542,72784216,Customer_541,457,France,Female,23,0,146924.25,3,1,0,149752.76,1
543,42425301,Customer_542,537,France,Male,55,9,28091.12,2,0,1,149462.92,0
544,80373772,Customer_543,650,Germany,Male,39,2,82996.62,3,1,1,36769.47,0
545,98146618,Customer_544,447,Germany,Female,35,1,195408.14,2,1,1,53783.76,0
546,36778642,Customer_545,480,France,Female,31,1,109262.88,1,0,0,78046.19,1
547,70995760,Customer_546,642,Germany,Male,27,6,156936.35,3,1,0,102974.09,1
548,56547339,Customer_547,520,Spain,Male,63,9,161864.49,3,0,1,83926.64,1
549,24573458,Customer_548,773,Spain,Female,30,1,210938.76,1,1,1,145721.81,0
550,57911176,Customer_549,823,Spain,Male,48,3,81230.7,1,1,0,111358.48,0
551,39264326,Customer_550,532,France,Male,47,1,171823.89,3,0,1,39686.28,0
552,92896667,Customer_551,820,Germany,Male,20,5,240403.95,1,1,1,24713.66,0
553,63953229,Customer_552,713,France,Female,47,7,182560.83,2,1,0,106376.18,1
554,98132318,Customer_553,388,Germany,Male,23,9,122467.62,1,0,1,32183.34,0
555,66294783,Customer_554,364,Spain,Male,46,3,157679.36,1,1,1,120274.76,0
556,69145779,Customer_555,725,France,Female,25,4,184920.72,3,1,1,53545.13,0
557,56977874,Customer_556,846,Germany,Male,61,3,153068.94,2,0,0,55765.06,1
558,39365614,Customer_557,353,Germany,Male,62,2,4168.95,1,0,1,11511.77,0
559,99268367,Customer_558,698,Spain,Female,60,4,48693.37,2,1,1,108141.58,0
560,57010676,Customer_559,819,France,Female,61,8,202617.05,2,1,1,25857.77,1
561,61371106,Customer_560,758,France,Female,50,7,68162.66,2,1,0,118203.28,0
562,47327243,Customer_561,746,France,Female,34,7,182890.53,3,0,0,78861.5,1
563,79426200,Customer_562,559,Spain,Male,65,7,93030.05,1,1,1,119799.17,0
564,79872506,Customer_563,510,France,Male,28,7,130471.08,3,1,0,91749.72,1
565,20198499,Customer_564,365,Spain,Female,30,6,16993.32,1,1,1,21540.66,0
566,47342772,Customer_565,842,Spain,Female,67,7,45306.39,1,1,0,117191.33,1
567,54362902,Customer_566,775,Spain,Male,28,7,239299.24,3,1,0,19771.93,1
568,10197775,Customer_567,457,Germany,Female,48,7,222534.51,2,1,1,77018.24,0
569,45940920,Customer_568,731,France,Male,45,9,163068.78,2,0,1,34128.89,0
570,94673574,Customer_569,799,France,Female,61,6,114911.15,1,0,1,115326.92,1
571,33614649,Customer_570,660,Spain,Male,23,0,168940.32,3,1,0,137622.77,1
572,88507230,Customer_571,576,Spain,Female,58,3,154652.57,2,1,1,87577.66,1
573,27310852,Customer_572,519,France,Female,33,3,142138.06,2,0,0,83800.62,1
574,88535842,Customer_573,383,Spain,Male,21,4,14794.27,1,0,0,116954.85,0
575,64564054,Customer_574,763,France,Female,52,9,158200.65,1,0,1,10711.03,1
576,72989020,Customer_575,600,Germany,Male,65,5,192230.01,3,1,0,138486.21,1
577,40773482,Customer_576,596,Spain,Male,43,3,248520.41,1,1,1,37642.83,0
578,88733130,Customer_577,618,France,Male,29,1,2769.64,2,1,0,147776.64,0
579,87273675,Customer_578,490,Spain,Male,28,5,182543.36,2,1,1,113075.55,0
580,12276360,Customer_579,623,France,Male,54,7,142947.33,2,0,0,118395.16,1
581,59437769,Customer_580,765,France,Female,42,7,108513.04,2,0,0,101868.42,1
582,41665404,Customer_581,445,Spain,Female,35,6,31892.54,3,0,1,76032.85,0
583,95218477,Customer_582,576,Germany,Male,36,5,102271.29,3,0,0,90027.88,1
584,67849484,Customer_583,728,France,Female,40,1,88594.3,1,1,1,16496.4,0
585,26434343,Customer_584,388,France,Male,55,6,75707.47,1,1,0,97354.33,1
586,54079273,Customer_585,651,France,Female,35,4,182719.91,1,0,0,97653.73,1
587,50201137,Customer_586,849,Germany,Female,43,5,175181.38,3,0,0,134768.11,1
588,82571674,Customer_587,378,Germany,Female,23,9,147255.02,2,0,1,80791.89,0
589,90497273,Customer_588,795,Spain,Female,21,7,234666.2,1,0,1,20800.21,0
590,90954884,Customer_589,846,Germany,Male,61,7,87463.6,2,0,1,52867.43,0
591,67235484,Customer_590,826,Spain,Male,68,2,60950.48,1,1,1,101788.12,0
592,72182821,Customer_591,667,Spain,Female,46,6,163975.83,1,1,1,43496.24,0
593,86835154,Customer_592,594,Germany,Female,51,0,49703.52,1,0,0,49273.9,1
594,90768647,Customer_593,585,Spain,Male,34,0,78752.63,1,0,0,124865.66,0
595,93273068,Customer_594,534,Germany,Female,60,6,56150.61,1,0,1,91804.76,0
596,33020885,Customer_595,621,Spain,Male,60,9,17288.39,2,1,0,81193.84,1
597,11286643,Customer_596,789,Germany,Male,33,8,206874.69,1,1,0,54583.28,1
598,87031056,Customer_597,585,Germany,Male,19,6,63635.14,2,1,0,112329.93,0
599,51869822,Customer_598,588,Spain,Female,51,9,118256.88,3,0,0,50280.58,1
600,16200646,Customer_599,726,France,Male,25,4,10828.82,1,1,1,113188.89,0
601,84092760,Customer_600,615,Spain,Female,30,7,174834.87,2,0,0,19814.21,1
602,24509187,Customer_601,763,Germany,Male,59,1,82640.25,3,1,1,131035.79,0
603,37780899,Customer_602,758,France,Female,25,8,186184.18,3,1,1,79939.3,0
604,15409861,Customer_603,708,Spain,Female,47,5,103100.77,3,1,0,71391.12,1
605,98825083,Customer_604,689,Spain,Female,49,8,48938.9,2,0,1,95543.28,0
606,65478034,Customer_605,738,Spain,Male,53,1,128293.77,1,0,0,97386.89,1
607,22831595,Customer_606,414,France,Male,64,2,32626.14,1,1,0,28484.92,1
608,85524262,Customer_607,827,Germany,Female,47,7,110134.79,2,0,0,115872.7,1
609,87189210,Customer_608,526,Spain,Female,18,0,79326.37,1,0,1,48629.96,0
610,10448345,Customer_609,352,Spain,Female,60,9,227989.9,2,0,1,136694.66,1
611,86246546,Customer_610,778,Spain,Male,56,6,15232.18,1,0,1,124499.09,0
612,84936358,Customer_611,491,Spain,Male,34,6,173504.35,3,0,0,58477.25,1
613,25814828,Customer_612,725,Spain,Male,37,0,45687.79,1,0,0,123083.5,0
614,58763532,Customer_613,507,Germany,Male,41,8,79761.27,2,0,0,59894.67,0
615,48538877,Customer_614,847,Germany,Female,67,7,103878.52,2,1,1,24132.68,1
616,83851335,Customer_615,673,Spain,Female,39,3,227003.77,3,0,0,144664.35,1
617,54196734,Customer_616,495,France,Male,46,9,60644.57,2,0,0,101364.28,0
618,99630668,Customer_617,795,Germany,Male,39,4,22827.2,1,1,1,73853.93,0
619,90558427,Customer_618,642,France,Female,61,1,79672.4,1,1,1,65688.27,0
620,48503931,Customer_619,502,Germany,Male,26,8,26168.99,3,1,1,55458.75,0
621,29164528,Customer_620,781,Spain,Male,54,5,32149.12,2,1,0,147402.66,1
622,97580056,Customer_621,542,Germany,Male,27,2,143462.65,3,0,0,28864.62,1
623,30812709,Customer_622,786,Spain,Male,53,6,15225.48,1,1,0,54072.71,1
624,99589817,Customer_623,843,Germany,Male,54,8,7732.72,3,1,1,77969.67,0
625,62203051,Customer_624,812,Spain,Male,45,2,178603.53,2,0,1,76919.94,0
626,49301804,Customer_625,422,Spain,Female,45,1,90411.77,3,0,1,75991.31,0
627,14848287,Customer_626,748,Spain,Male,59,6,31343.84,2,0,1,34609.73,0
628,61152700,Customer_627,654,Spain,Male,60,6,63403.19,2,1,0,30290.55,1
629,53750190,Customer_628,726,France,Female,38,3,160521.63,1,0,0,45667.46,1
630,79334164,Customer_629,693,Spain,Female,41,8,68884.14,1,1,0,138033.66,0
631,62187215,Customer_630,801,France,Female,59,7,123630.28,1,0,0,25827.42,1
632,88998740,Customer_631,489,France,Male,57,0,30423.83,2,0,0,116039.51,1
633,65257851,Customer_632,536,Spain,Female,19,0,147023.41,3,1,0,116056.78,1
634,58518372,Customer_633,642,France,Male,25,4,79019.42,2,0,0,123367.86,0
635,22842659,Customer_634,410,Germany,Male,65,5,156742.11,1,0,0,134126.17,1
636,43978002,Customer_635,834,Spain,Male,44,2,202098.72,1,0,1,46825.06,0
637,12373139,Customer_636,776,France,Female,39,8,152911.6,3,0,1,41438.33,0
638,65553464,Customer_637,729,Spain,Female,54,9,73936.89,1,0,0,75170.79,1
639,52801198,Customer_638,547,Spain,Female,44,5,63935.93,1,1,1,47112.48,0
640,28892008,Customer_639,644,Spain,Female,46,3,81855.24,1,1,0,112803.4,0
641,45427853,Customer_640,789,France,Female,20,6,41155.13,3,0,0,99031.54,0
642,66882318,Customer_641,668,Germany,Male,61,7,45292.96,2,1,1,132498.28,0
643,83190814,Customer_642,651,Germany,Male,30,8,197672.78,1,1,0,21583.36,1
644,20986868,Customer_643,693,France,Male,62,5,96183.14,3,1,0,138111.67,1
645,50480309,Customer_644,360,Spain,Male,27,5,108998.8,1,0,0,51068.81,1
646,49521538,Customer_645,411,France,Female,53,7,148512.37,3,0,0,78697.21,1
647,88815702,Customer_646,682,France,Female,26,4,147413.37,1,0,0,71405.6,1
648,70972984,Customer_647,575,France,Male,44,2,16844.22,3,1,0,116443.63,0
649,48673354,Customer_648,502,Spain,Female,51,2,207885.2,1,1,0,68846.66,1
650,65454431,Customer_649,548,France,Female,68,5,44331.64,2,0,1,142097.44,0
651,75557447,Customer_650,401,Spain,Male,18,1,180767.91,1,0,1,136354.74,0
652,93845477,Customer_651,609,France,Male,49,5,193167.75,3,1,0,132102.56,1
653,87982667,Customer_652,408,Germany,Female,42,5,178724.88,1,1,1,19976.17,0
654,65860631,Customer_653,421,France,Female,46,7,144744.41,2,0,0,129596.13,1
655,67681017,Customer_654,497,France,Male,24,6,3652.25,1,1,0,119428.96,0
